time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-25 00:00:00+00:00,13,3,101.0,7.0
2025-06-26 00:00:00+00:00,6,4,51.0,7.0
2025-06-27 00:00:00+00:00,8,8,51.0,7.0
2025-06-28 00:00:00+00:00,8,6,3.0,1.0
2025-06-29 00:00:00+00:00,5,5,,
2025-06-30 00:00:00+00:00,9,9,31.0,1.0
2025-07-01 00:00:00+00:00,2,2,30.0,4.0
2025-07-02 00:00:00+00:00,6,6,32.0,3.0
2025-07-03 00:00:00+00:00,10,8,14.0,2.0
2025-07-04 00:00:00+00:00,7,7,25.0,4.0
2025-07-05 00:00:00+00:00,4,4,,
2025-07-06 00:00:00+00:00,2,2,2.0,1.0
2025-07-07 00:00:00+00:00,32,8,22.0,2.0
2025-07-08 00:00:00+00:00,1,1,15.0,3.0
